"type" "address" "addresses" "all" "business" "capitalAve" "capitalLong" "capitalTotal" "charDollar" "charExclamation" "charHash" "charRoundbracket" "charSemicolon" "charSquarebracket" "conference" "credit" "cs" "data" "direct" "edu" "email" "font" "free" "george" "hp" "hpl" "internet" "lab" "labs" "mail" "make" "meeting" "money" "num000" "num1999" "num3d" "num415" "num650" "num85" "num857" "order" "original" "our" "over" "parts" "people" "pm" "project" "re" "receive" "remove" "report" "table" "technology" "telnet" "will" "you" "your"
"805" "spam" 0.56 0 0.28 0.28 9.25 394 555 0 0.158 0.158 0.118 0 0 0 0 0 0 0 0 0 0 1.41 0 0 0 0 0 0 0.56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.28 0 0 0.28 0.28 0.56 0 0 0 0 0.56 1.97 1.12
"806" "spam" 0 0 0 0 3.707 14 152 0 0.124 0 0 0.249 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.63 0 0 2.45 0 0 0.81 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.45 0
"807" "spam" 0 0 1.7 0 443.666 1325 1331 0.105 0.898 0 0 0 0 0 1.02 0 0 0 0 0 0 0 0 0.34 0 0 0 0 1.02 0.34 0 0 0 0 0 0 0 0 0 0.68 0 1.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0.34 0.68
"808" "spam" 0 0 0 0 3.812 15 61 0.665 0.221 0 0.443 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.17 0 0 0 0 0 0 0 0 0
"809" "spam" 0.51 0 0 0 7.025 130 281 1.212 0.071 0 0.142 0 0 0 0 0 0 0 0 0.51 0 0 0 0 0 0 0 0 0 0 0 0 0.51 0 0 0 0 0 0 0 0 0.51 0.51 0 0 0 0 0 0 1.02 0 0 0 0 0 0.51 0.51
"810" "spam" 0.97 0 0.97 0 56.538 636 735 0.173 1.739 0.086 0.26 0 0 0 0 0 0 0 0 0 0 0.48 0 0 0 0.48 0 0 1.95 0.48 0 0 0 0 0 0 0 0 0 0 0 0.48 0 0 0 0 0 0 0 0 0.48 0 0 0 2.43 1.95 5.36
"811" "spam" 0 0 1.7 0 443.333 1325 1330 0.105 0.898 0 0 0 0 0 1.02 0 0 0 0 0 0 0 0 0.34 0 0 0 0 1.02 0.34 0 0 0 0 0 0 0 0 0 0.68 0 1.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0.34 0.68
"812" "spam" 0 0 0.27 0 3.758 69 530 0.031 0.237 0.031 0.047 0.015 0.031 0 0 0 0 0 0 0 0 0 0 0 0 0.18 0 0 0 0.09 0 0.09 0.36 0 0 0 0 0 0 0.09 0 0.36 0.09 0 0 0 0 0.27 0 0 0.36 0 0 0 0.72 2 3.36
"813" "spam" 0.08 2.21 0.76 0.08 7.55 669 1412 0.118 0.408 0.013 0.065 0 0 0 0.17 0 0 0.08 0.08 0.93 0 0.25 0 0 0 0.17 0 0 0.08 0.08 0 0.08 0.85 0 0 0 0 0 0 0.59 0.17 0.85 1.02 0 0.17 0 0.08 0.08 0.17 0.25 0 0 0 0 0.59 1.61 0.42
"814" "spam" 0 0 0 0 8.733 42 131 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32 0 0 1.16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.48 2.32
"815" "spam" 0 0 0 0 3.809 28 80 0 0.636 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.7 2.7
"816" "spam" 0 0 0 0 8.161 31 253 0.184 0 0 0 0 0 0 0 0 0 0 0 1.57 0 0 0 0 0 0 0 0 0 0 0 0 0.78 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"817" "spam" 0.43 0.03 0.43 0.39 6.601 266 2370 2.33 0.458 0.113 0.077 0.011 0 0 0 0 0 0 0 0 0 0.25 0 0 0 0.07 0 0 1.01 0.43 0 0.57 0.39 0 0 0 0 0 0 0.54 0 0.14 0.1 0 0.47 0 0 0.1 0.28 0.03 1.19 0 0 0 0.79 3 1.3
"818" "spam" 0.34 0.23 0.58 0.11 4.47 74 675 0.056 0.131 0.018 0.075 0 0 0 0.46 0 0 0 0 0 0 0 0 0 0 0.23 0 0 0.93 0.23 0 0.81 0 0 0 0 0 0 0 1.04 0 0.46 0.11 0 0 0 0 0 0 0.11 0.23 0.46 0 0 0.46 3.72 1.74
"819" "spam" 0.67 0 0.33 0.33 6.111 139 275 0 0.16 0.107 0.053 0 0 0 2.68 0 0 0 0 0.33 0 1 0 0 0 0.33 0 0 0 0 0 0.67 0 0 0 0 0 0 0 0 0 0.33 0.33 0 0 0 0 0 0.67 0.33 0 0 0 0 1 2.68 3.02
"820" "spam" 0.95 0 0.95 0 57.076 634 742 0.168 1.687 0.084 0.253 0 0 0 0 0 0 0 0 0 0 0.47 0 0 0 0.47 0 0 1.9 0.47 0 0 0 0 0 0 0 0 0 0 0 0.47 0 0 0 0 0 0 0 0 0.95 0 0 0 2.38 1.9 5.23
"821" "spam" 0.93 0 0.93 0 57.076 634 742 0.168 1.683 0.084 0.252 0 0 0 0 0 0 0 0 0 0 0.46 0 0 0 0.46 0 0 1.86 0.46 0 0 0 0 0 0 0 0 0 0 0 0.46 0 0 0 0 0 0 0 0 0.46 0 0 0 2.33 1.86 5.14
"822" "spam" 0 0 0.27 0 3.689 69 535 0.032 0.257 0.032 0.048 0.016 0.032 0 0 0 0 0 0 0 0 0 0 0 0 0.18 0 0 0 0.09 0 0.09 0.36 0 0 0 0 0 0 0.09 0 0.36 0.09 0 0 0 0 0.27 0 0 0.36 0 0 0 0.73 2.01 3.38
"823" "spam" 0 0 0.73 0 3.048 29 125 0 0.088 0 0 0 0 0 0 0 0 0 0 0 0 2.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.73 0 0 0 0.73 0 0 0 0 0 1.47 1.47
"824" "spam" 0 0 0 0 8.476 68 356 0 0.979 0.293 0 0.195 0 0 0 0 0 0 0 0 0 0.63 0 0 0 0 0 0 1.26 0 0 0 0 0 1.26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.63 0 0 0 0 0 0.63 0
"825" "spam" 0 0 0.74 0 3.048 29 125 0 0.088 0 0 0 0 0 0 0 0 0 0 0 0 2.22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.74 0 0 0 0.74 0 0 0 0 0 1.48 1.48
"826" "spam" 0 0.47 0.11 0.59 9.705 148 1514 0.254 0.418 0.018 0.127 0.072 0 0 0 0 0 0.11 0 0.47 0 0.11 0 0 0 0.59 0 0 2.86 0.71 0 1.07 1.9 0 0 0 0 0 0 0.71 0 0.47 0.11 0 0.23 0.11 0 0.11 0.23 0 0 0 0 0 0.11 3.21 1.66
"827" "spam" 0 0 0.73 0 2.08 12 52 0.109 0.875 13.129 0 0 0 0 0 0 0 0 0 0 0 0.73 0 0 0 0 0 0 0 0 0 0 0.73 0 0 0 0 0 0 0 0 0 0.73 0 0 0 0 0 0 0.73 0 0 0 0 0 1.47 0
"828" "spam" 0 0 0 0 4.551 32 132 0 1.001 0.25 0.375 0.125 0 0 0 0 0 0 0 0 0.68 1.36 0 0 0 0 0 0 0 0.68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.04 0
"829" "spam" 0.4 0.03 0.33 0.44 6.029 136 2213 0.519 0.445 0.119 0.074 0 0 0 0 0 0 0 0 0.03 0 0.27 0 0 0 0.1 0 0 0.78 0.5 0 0.61 0.37 0 0 0 0 0 0 0.54 0 0.13 0.03 0 0.54 0 0 0.06 0.3 0.13 1.15 0 0 0 0.71 3.19 1.42
"830" "spam" 0.16 0 1.35 0 3.774 46 268 0.278 0.123 0.03 0.061 0 0 0 0 0 0 0 0 0.16 0 0.33 0 0 0 0 0 0 0.16 0.67 0 0.84 0 0 0 0 0 0 0 0 0 1.01 0 0 0.5 0 0 0 0.16 0 0 0 0 0 1.69 5.77 1.35
"831" "spam" 0 0 0 7.14 22.714 149 159 0 0.396 0 0 0 0 0 2.38 0 0 0 0 0 0 0 0 0 0 2.38 0 0 2.38 0 0 0 0 0 0 0 0 0 0 2.38 0 2.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.38
"832" "spam" 0 0 0.09 0.09 4.192 48 566 0.015 0.03 0 0.06 0 0.03 0 0 0 0 0 0 0 0 0 0 0 0 0.36 0 0 0 0.18 0 0.09 0.36 0 0 0 0 0 0 0.09 0 0.36 0.09 0 0.09 0 0 0 0 0 0.36 0 0 0 0.63 1.27 3.38
"833" "spam" 0 2.12 0.53 0.53 5.038 60 131 0.478 0.095 0 0.191 0 0 0 0 0 0 0.53 0 0.53 0 0 0 0 0 0.53 0 0 0 0 0 0 1.59 0 0 0 0 0 0 0 0 0.53 0 0 0 0.53 0 0 0 0 0 0 0 0 1.06 2.65 2.65
"834" "spam" 0 2.11 0.52 0.52 5.038 60 131 0.475 0.095 0 0.19 0 0 0 0 0 0 0.52 0 0.52 0 0 0 0 0 0.52 0 0 0 0 0 0 1.58 0 0 0 0 0 0 0 0 0.52 0 0 0 0.52 0 0 0 0 0 0 0 0 1.05 2.64 2.64
"835" "spam" 0 2.05 0.51 0 5.038 60 131 0.473 0.094 0 0.189 0 0 0 0 0 0 0.51 0 0.51 0 0 0 0 0 0.51 0 0 0 0 0 0 1.53 0 0 0 0 0 0 0 0 0.51 0 0 0 0.51 0 0.51 0 0 0 0 0 0 1.02 2.56 2.56
"836" "spam" 0.1 0 0.31 0.84 8.851 299 1726 0.182 0.384 0.201 0.054 0 0 0 0.31 0 0 0.1 0 0.21 0 2 0 0 0 0.31 0 0 0.1 0 0 0.1 0.52 0 0.1 0 0 0 0 0 0 1.05 0.42 0 0 0 0 0 0.1 0 0.1 0 0.31 0 0.84 1.69 0.31
"837" "spam" 0 0 1.11 0 2.7 11 54 0.138 0.138 0 0.138 0 0 0 0 0 0 0 0 0 0 2.22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.11 1.11 0 0 0 0 1.11 3.33 3.33
"838" "spam" 0 0 0.63 1.58 5.241 97 650 0.127 1.3 0 0.076 0 0 0 1.58 0 0 0.15 0 0 0 0 0 0 0 0.79 0 0 0.63 0.31 0 0.47 0.15 0 0 0 0 0 0 0.15 0 0.47 0.47 0 0 0 0 0.15 0.31 0.15 0 0 0 0 1.42 2.05 3.95
"839" "spam" 0 0 0 0 2.842 10 54 0 0.455 0 0.151 0 0 0 0 0 0 0 0 1.83 0 0.91 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.91 0 0 0 0 0.91 4.58 1.83
"840" "spam" 0 0 0.63 1.58 5.241 97 650 0.127 1.3 0 0.076 0 0 0 1.58 0 0 0.15 0 0 0 0 0 0 0 0.79 0 0 0.63 0.31 0 0.47 0.15 0 0 0 0 0 0 0.15 0 0.47 0.47 0 0 0 0 0.15 0.31 0.15 0 0 0 0 1.42 2.05 3.95
"841" "spam" 0 0 0.32 0.32 1.688 19 157 0.166 0 0 0.166 0 0 0 0 0 0 0 0 0.32 0 0.32 0 0 0 0.32 0 0 0 0 0 0.32 0 0 0 0 0 0 0 0 0 0.64 0.64 0 0.32 0 0 0.64 0 0.64 0 0 0 0 0.32 2.27 3.24
"842" "spam" 0 0 0 0 3.529 13 60 0.215 0 1.724 0 0.431 0 0 0 0 0 0 0 1.26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.26 0 0 0 0 0 1.26 0 1.26 0 0 0 0 0 0 1.26
"843" "spam" 0 0 0.1 0.2 6.758 494 1426 0.16 0.336 0 0.096 0 0 0 4.26 0 0 0 0 0 0 0.91 0 0 0 0 0 0 0.2 0.1 0 0.2 0.4 0 0 0 0 0 0 0.2 0 0.4 0.1 0 0 0 0 0 0.4 0.1 0.6 0 0 0 0.5 1.72 1.72
"844" "spam" 0 0 0 0 24.375 135 3315 0 0.016 0 0.032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"845" "spam" 0 0 0 0 4.1 25 82 0.424 0.424 0 0.212 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.12 0 0 0 0 0 0 1.12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.12 0 0 0 0 0 0 0 0 0
"846" "spam" 0 0 0 2.95 6.275 46 182 0 0.421 0 0 0 0 0 2.36 0 0 0 0 0 0 0 0 0 0 0.59 0 0 1.18 0.59 0 0 0 0 0 0 0 0 0 0.59 0 0 0 0 0 0 0 0 0 1.18 0 0 0 0 1.18 4.14 2.36
"847" "spam" 0 0 0 0 1.8 9 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.54 0 0 0 0 0 0 0
"848" "spam" 0.65 1.17 0.71 0.06 4.742 117 1342 0.106 0.287 0 0.085 0 0 0 0 0 0 0.06 0.06 1.1 0 0.13 0 0 0 0.19 0 0 0.52 0.06 0 0.19 0.52 0 0 0 0 0 0 1.04 0 0.39 0.65 0 0.32 0 0 0 0.06 0.52 0 0 0 0 0.39 1.3 1.04
"849" "spam" 0 0 0 0 2 19 106 0 0.843 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46 6.17 2.46
"850" "spam" 1.5 1.5 1.5 1.5 107.4 412 537 1.223 2.224 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.75 0 0 0 0 0 0 0 0 0 0 0.75 0 0.75 0 0 0 0 0 0 0 0 0 0 0 0 2.25 0.75 3
"851" "spam" 1.51 1.51 1.51 0.75 105.8 404 529 1.237 2.249 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.78 0 0 0 0 0 0 0 0 0 0 0.75 0 0.75 0 0 0 0 0 0 0 0 0 0 0 0 2.27 0.75 3.03
"852" "spam" 0.2 1.66 0.52 0.2 7.439 689 1287 0.175 0.334 0.031 0.143 0.095 0 0 0.2 0 0 0 0 1.45 0 0 0 0 0 0.62 0 0 0.52 0.1 0 0.2 1.14 0 0 0 0 0 0 1.04 0.2 0.31 1.14 0 0 0 0 0 0.2 0.2 0 0 0 0 0.62 2.08 1.25
"853" "spam" 0 0 0 0 4.466 10 134 0 1.235 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46 0 0 0 0 0 0 0 6.17 0
"854" "spam" 0 0 0 0 4.066 17 61 0.662 0.441 0 0.441 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.17 0 0 0 0 0 0 0 0 0
"855" "spam" 0 0 0.31 0.63 5.708 138 274 0 0.102 0.102 0.051 0 0 0 2.54 0 0 0 0 0.31 0 0.95 0 0 0 0.31 0 0 0 0 0 0.63 0 0 0 0 0 0 0 0 0 0.31 0.31 0 0 0 0 0 0.63 0.31 0 0 0 0 0.95 2.54 3.5
"856" "spam" 0 0 0 0 1.787 7 59 0 0.174 0 0.174 0 0 0 1.02 0 0 0 0 0 0 2.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.02 0
"857" "spam" 0 0 0 0 1.787 7 59 0 0.173 0 0.173 0 0 0 0.98 0 0 0 0 0 0 1.96 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.98 0
"858" "spam" 0.39 0.39 1.17 0 5.87 44 364 0.132 0.864 0.066 0.066 0 0 0 0 0 0 0 0 0 0 3.51 0 0 0 0 0 0 0.78 0 0 0 0 0 0 0 0 0 0 0 0 0.39 0 0 0 0 0 0.39 0.78 0 0 0 0 0 0.78 1.17 1.17
"859" "spam" 0 0 0 0 2.058 5 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.42 0 0
"860" "spam" 0 0 0.09 0.19 6.813 494 1458 0.155 0.326 0 0.14 0 0 0 4.1 0 0 0 0 0 0 0.87 0 0 0 0 0 0 0.29 0.09 0 0.19 0.39 0 0 0 0 0 0 0.19 0 0.39 0.09 0 0 0 0 0 0.39 0.09 0.58 0 0 0 0.48 1.66 1.66
"861" "spam" 0 0 0.41 0.1 1.915 29 339 0.064 0.016 0 0.048 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.52 0 0 0 0.1 0 0 0.73 0 0 0 0 0 0 0.1 0 0.1 0.1 0 0 0 0 0 0 0.1 0.2 0 0 0 0.62 0 0
"862" "spam" 0 0 0.28 0.14 1.867 14 521 0.099 0.007 0 0.061 0 0 0 0.04 0 0 0.04 0 0 0 0 0 0 0 0.04 0 0 0 0.14 0 0.14 0.38 0 0 0 0 0 0 0.24 0 0.09 0.24 0 0.04 0 0.04 0.09 0 0.04 0.09 0 0.19 0 0.52 0.24 0.28
"863" "spam" 0.27 1.27 0.63 0.27 3.707 127 875 0.014 0.611 0 0.101 0 0 0 0 0 0 0.09 0 2.1 0 1.18 0 0 0 0.36 0 0 4.1 0.36 0 0.27 0.09 0 0 0 0 0 0 0.27 0 0.82 0.36 0 0.45 0 0 0 0.09 0 0 0 0.09 0 1.27 2.73 2.83
"864" "spam" 0 0 1.11 0.37 1.58 7 79 0.552 0.368 0 0 0 0 0 2.98 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.37 0 0 0 0 0 0 0 0 0 1.11 0 0 0 0 0 0 0.74 0.74 0 0 0 0 0.37 3.35 2.61
"865" "spam" 0 0 0 0 6.266 41 94 0.235 0.235 1.882 0 0.47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.38 0 0 0 0 0 0 1.38
"866" "spam" 0.37 0.37 1.11 0 5.985 58 425 0.175 0.878 0.058 0.292 0 0 0 0 0 0 0 0 0 0 3.34 0 0 0 0 0 0 0.74 0 0 0.37 0 0 0 0 0 0 0 0 0 0.37 0 0 0 0 0 0 0.37 0 0 0 0 0 0.74 0.74 1.48
"867" "spam" 0.37 0.37 1.11 0 5.985 58 425 0.175 0.878 0.058 0.292 0 0 0 0 0 0 0 0 0 0 3.34 0 0 0 0 0 0 0.74 0 0 0.37 0 0 0 0 0 0 0 0 0 0.37 0 0 0 0 0 0 0.37 0 0 0 0 0 0.74 0.74 1.48
"868" "spam" 0 0 0 0 2.666 11 24 0 4.733 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.7 0
"869" "spam" 0 0 0.51 0 1.559 10 145 0 0 0 0.026 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.34 0 0 0 0.17 0 0 0.34 0 0 0 0 0 0 0.17 0 0.17 0 0 0 0 0 0 0 0.17 0.34 0 0 0 0 0 0
"870" "spam" 0 0 0.17 0.69 2.093 51 536 0.161 0.02 0.03 0.05 0.01 0 0 0.23 0 0 0 0 0.05 0.17 0 0 0 0 0.05 0 0 0.05 0.17 0 0.05 0.74 0 0.17 0 0 0 0 0.05 0 1.43 0.34 0 0.28 0 0 0 0.05 0.05 0.05 0 0 0 0.51 4.2 1.03
"871" "spam" 0 0 0 0 3.791 26 364 0.146 0.182 0 0.401 0.182 0.109 0 0 0 0 0 0 1.46 0 0 0 1.46 1.46 0 0 0 1.04 0 0 0 0.2 0 0 0 0 0 0 0.2 0 1.46 0 0 0 0.2 0 0 0 0.83 0 0 0 0 0.41 1.04 0.2
"872" "spam" 0.37 0 0 1.49 3.337 64 267 0.505 1.199 0 0 0 0 0 2.61 0 0 0.74 0 0 0 0.37 0 0 0 0.74 0 0 0.37 0 0 0 0 0 0 0 0 0 0 0.37 0 0.37 0.37 0 0.37 0 0 0.37 0 0.37 0 0 0 0 0.74 3.73 1.49
"873" "spam" 0 0 0.67 1.35 4.947 102 564 0.148 1.599 0 0.111 0 0 0 1.57 0 0 0 0 0.22 0 0.45 0 0 0 0.67 0 0 0.22 0.45 0 0.67 0.22 0 0 0 0 0 0 0.22 0 0.22 0.67 0 0 0 0 0 0.22 0 0 0 0 0 1.35 1.57 3.37
"874" "spam" 0.19 0 0.57 0 2.405 50 368 0.124 0.088 0 0.23 0.035 0 0 0 0 0 0 0 0 0 0.19 0 0 0 0.09 0 0 0.19 0 0 0.19 0 0 0 0 0 0 0 0.38 0 0.09 0.28 0 0.57 0 0 0 0 0.09 0 0 0 0 0.57 2.01 1.43
"875" "spam" 0 0 0.44 0 3.384 21 264 0.187 0 0.149 0.224 0.037 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.66 0 0 0 0 0 0 0 0 0 0 0 0 0 0.88 0.22 0 0 0 0.44 0 0 0 0.22 0 0 0 0.44 0.66 0.44
"876" "spam" 0 0 0 0 1.666 5 15 0 7.843 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.34 0
"877" "spam" 0 0 0 0 1 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.76 0
"878" "spam" 0 0 0 0 1.6 8 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.94 0 0 0 2.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.47 0 0 0 0 0 0.73 5.14 0.73
"879" "spam" 0.92 0 0.92 0 49.866 636 748 0.249 1.663 0.083 0.249 0 0 0 0 0 0 0 0 0 0 0.46 0 0 0 0.46 0 0 1.85 0.46 0 0 0 0 0 0 0 0 0 0 0 0.46 0 0 0 0 0 0 0 0 0.46 0 0 0 2.31 1.85 5.55
"880" "spam" 0.94 0 0.94 0 57.23 636 744 0.168 1.687 0.084 0.253 0 0 0 0 0 0 0 0 0 0 0.47 0 0 0 0.47 0 0 1.88 0.47 0 0 0 0 0 0 0 0 0 0 0 0.47 0 0 0 0 0 0 0 0 0.47 0 0 0 2.35 1.88 5.18
"881" "spam" 0 0 0.9 0 10.125 54 162 0.612 2.143 0.459 0.153 0 0 0 0 0 0 0 0 0 2.72 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0 0 0 0 0.9 0 0 0 0 0 0 0 0.9 0 0 0 0 0 5.45 0
"882" "spam" 0.22 0.15 0.82 0.07 3.446 74 972 0.071 0.131 0.167 0.095 0 0 0 0.22 0 0 0 0 0 0 0 0 0 0 0 0 0 0.6 0.07 0 0.22 0 0 0 0 0 0.07 0 0.67 0 0.52 0 0 0.07 0 0 0 0.22 0.07 0 0 0 0 0.82 3.3 1.87
"883" "spam" 0 0 1.28 0 5.181 25 57 0.204 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.28 1.28 6.41
"884" "spam" 0 0 0.98 0 12.148 272 571 0 0.862 0 0 0.156 0 0 0 0 0 0 0 0 0 2.94 0 0 0 0 0 0 0.98 0 0 0 0 0 0.49 0 0 0 0 0 0 0 0 0 0 0 0 0.49 0 0.49 0 0 0 0 0.98 1.47 0
"885" "spam" 0.95 0 0.95 0 57.23 636 744 0.168 1.683 0.084 0.252 0 0 0 0 0 0 0 0 0 0 0.47 0 0 0 0.47 0 0 1.91 0.47 0 0 0 0 0 0 0 0 0 0 0 0.47 0 0 0 0 0 0 0 0 0.95 0 0 0 2.39 1.91 5.26
"886" "spam" 0.94 0 0.94 0 57.23 636 744 0.168 1.68 0.084 0.252 0 0 0 0 0 0 0 0 0 0 0.47 0 0 0 0.47 0 0 1.88 0.47 0 0 0 0 0 0 0 0 0 0 0 0.47 0 0 0 0 0 0 0 0 0.47 0 0 0 2.35 1.88 5.18
"887" "spam" 0 0 0.89 0 2.25 12 144 0 0 0 0.074 0 0 0 0 0 0 0 0 0 0 1.34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.79 0.44 0 0 0 0 0 0 0 0 0 0 0 0.44 2.24 4.48
"888" "spam" 0 0 0.89 0 2.25 12 144 0 0 0 0.074 0 0 0 0 0 0 0 0 0 0 1.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.78 0.44 0 0 0 0 0 0 0 0 0 0 0 0.44 2.23 4.46
"889" "spam" 0 0 1.7 0 667 1333 1334 0.105 0.899 0 0 0 0 0 1.02 0 0 0 0 0 0 0 0 0.34 0 0 0 0 1.02 0.34 0 0 0 0 0 0 0 0 0 0.68 0 1.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0.34 0.68
"890" "spam" 0 0 0 0 3.476 16 73 0.389 0 0 0.194 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.08 0 0 0 0 0 0 1.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.08 0 0 0 0 0 0 0 0 0
"891" "spam" 0 0 0 0 2.9 28 87 0 0.572 0 0.143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.91 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.91 2.75
"892" "spam" 0 0 0 0 2.2 11 44 0 1.326 0 0 0 0 0 0 0 0 0 0 0 0 1.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.33 2.66 4
"893" "spam" 0 0 0 0 2.93 29 211 0.059 0.238 0 0.119 0 0 0 0 0 0 0 0 0 0 0.36 0 0 0 0 0 0 0 0 0 0.36 0 0 0 0 0 0 0 0 0 0.73 0 0 1.1 0 0 0 0 0 0 0 0 0 0.36 3.69 0.73
"894" "spam" 0 0 0 0.96 2 14 178 0 0 0 0.27 0.18 0.045 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.32 0 0 0.32 0 0 0 0 0 0 0 0 0 0 0
"895" "spam" 0.41 0.03 0.41 0.41 5.761 131 2224 0.573 0.425 0.112 0.076 0.011 0 0 0 0 0 0 0 0.03 0 0.24 0 0 0 0.06 0 0 0.94 0.41 0 0.59 0.34 0 0 0 0 0 0 0.52 0 0.13 0.1 0 0.45 0 0 0.1 0.27 0.03 1.15 0 0 0 0.76 2.99 1.25
"896" "spam" 0 0 0 0 2.358 32 125 0.111 0.055 0 0.055 0 0 0 0.31 0 0 0 0 0.31 0 0.31 0 0 0 0 0 0 0 0.31 0 0.62 0 0 0 0 0 0.31 0 0 0 0.94 0 0 0 0 0 1.25 0.31 0 0 0 0 0 0 3.76 0.62
